Country Name,World
2001,56.32675988
2002,57.5597686
2003,58.7074524
2004,59.86083967
2005,61.15790929
2006,62.32971684
2007,63.51445854
2008,64.70359579
2009,65.88611423
2010,67.06135722
2011,68.13593403
2012,69.29527915
2013,70.45235727
2014,71.60463723
2015,72.75047539
2016,73.88874123
2017,74.91298541
2018,76.01674655
